timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-09-09T13:19:02,codecarbon,6f5de0d9-c71e-4211-ae3a-8ade0cb502e2,4.040411949157715,4.576181330005817e-06,0.0011326026622012616,5.0,0.0,3.0,5.611070659425524e-06,0,3.3661967515945433e-06,8.977267411020067e-06,India,IND,kerala,,,macOS-12.2.1-arm64-arm-64bit,3.9.13,8,Apple M1,,,76.5263,9.5813,8.0,machine,N
